Movie Name,Total Cast,Genre
Gosford Park,"('Bob Balaban', 'Camilla Rutherford', 'Charles Dance', 'Claudie Blakley', 'Geraldine Somerville', 'James Wilby', 'Jeremy Northam', 'Kristin Scott Thomas', 'Laurence Fox', 'Michael Gambon', 'Natasha Wightman', 'Tom Hollander', 'Trent Ford', 'Maggie Smith', 'Ryan Phillippe')","['Drama', 'Mystery', 'Comedy']"
The Fits,"('Alexis Neblett', 'Antonio A.B. Grant Jr.', ""Da'Sean Minor"", 'Inayah Rodgers', 'Lauren Gibson', 'Makyla Burnam', 'Royalty Hightower', 'Royalty Hightower')",['Drama']
Small Axe: Mangrove,"('James Hillier', 'Jon Prophet', 'Karl Farrer', 'Michelle Greenidge', 'Robert Jarvis', 'Gary Beadle', 'Gershwyn Eustache Jnr', 'Jay Simpson', 'Jodhi May', 'Joshua Viner', 'Letitia Wright', 'Malachi Kirby', 'Rochenda Sandall', 'Sam Spruell', 'Shaun Parkes')",['Drama']
Mad Max: Fury Road,"('Abbey Lee', 'Angus Sampson', 'Charlize Theron', 'Coco Jack Gillies', 'Courtney Eaton', 'Debra Ades', 'Hugh Keays-Byrne', 'Iota', 'John Howard', 'Josh Helman', 'Megan Gale', 'Mel Gibson', 'Melissa Jaffer', 'Nathan Jones', 'Nicholas Hoult', 'Richard Carter', 'Richard Norton', 'Riley Keough', 'Rosie Huntington-Whiteley', 'Tom Hardy', 'Zoë Kravitz', 'Charlize Theron', 'John Howard', 'Nathan Jones', 'Nicholas Hoult', 'Riley Keough', 'Tom Hardy', 'Zoë Kravitz')","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
United 93,"('Christian Clemenson', 'Denny Dillon', 'Gary Commock', 'J.J. Johnson', 'Lorna Dallas', 'Nancy McDoniel', 'Opal Alladin', 'Polly Adams', 'Ray Charleson', 'Richard Bekins', 'Starla Benford', 'Susan Blommaert', 'Trish Gates', 'David Alan Basche', 'Liza Colón-Zayas')","['Drama', 'History', 'Crime']"
Capturing the Friedmans,"('Abbey Boklan', 'Anthony Sgeugloi', 'Chuck Scarborough', 'Frances Galasso', 'Howard Friedman', 'John McDermott', 'Joseph Onorato', 'Judd Maltin', 'Ron Georgalis', 'Scott Banks', 'Seth Friedman', 'Arnold Friedman', 'David Friedman', 'Elaine Friedman', 'Jesse Friedman')","['Biography', 'Mystery', 'Crime', 'Documentary']"
The Truman Show,"('Angel Schmiedt', 'Blair Slater', 'Brian Delate', 'Don Taylor', 'Fritz Dominique', 'Heidi Schanz', 'Holland Taylor', 'Judy Clayton', 'Laura Linney', 'Natascha McElhone', 'Noah Emmerich', 'Peter Krause', 'Ron Taylor', 'Ted Raymond', 'Jim Carrey')",['Drama']
American Hustle,"('Adrian Martinez', 'Alessandro Nivola', 'Amy Adams', 'Anthony Zerbe', 'Bo Cleary', 'Bradley Cooper', 'Christian Bale', 'Christy Scott Cashman', 'Colleen Camp', 'David Boston', 'Dawn Olivieri', 'Elisabeth Röhm', 'Erica McDermott', 'Jack Huston', 'Jeremy Renner', 'Kenn Medeiros', 'Louis C.K.', 'Matthew Russell', 'Melissa McMeekin', 'Michael Peña', 'Paul Herman', 'Robert De Niro', 'Saïd Taghmaoui', 'Shea Whigham', 'Thomas Matthews', 'Alessandro Nivola', 'Amy Adams', 'Bradley Cooper', 'Christian Bale', 'Jennifer Lawrence', 'Jeremy Renner', 'Louis C.K.', 'Robert De Niro')","['Drama', 'History', 'Thriller', 'Crime']"
Star Wars: Episode IV - A New Hope,"('Alec Guinness', 'Alex McCrindle', 'Anthony Daniels', 'David Prowse', 'Eddie Byrne', 'Jack Purvis', 'James Earl Jones', 'Kenny Baker', 'Peter Cushing', 'Peter Mayhew', 'Phil Brown', 'Shelagh Fraser', 'Carrie Fisher', 'Harrison Ford', 'Mark Hamill')","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']"
Persepolis,"('Adriana Anderson', 'Amethyste Frezignac', 'Arié Elmaleh', 'Danielle Darrieux', 'François Jerosme', 'Gabrielle Lopes Benites', 'Jean-François Gallotte', 'Lexie Kendrick', 'Mathias Mlekuz', 'Paul Bandey', 'Robert Barr', 'Sean Penn', 'Simon Abkarian', 'Sophie Arthuys', 'Stéphane Foenkinos', 'Tilly Mandelbrot', 'Catherine Deneuve', 'Chiara Mastroianni', 'Gena Rowlands')","['Biography', 'Drama', 'War', 'Animation']"
The Age of Innocence,"('Alec McCowen', 'Alexis Smith', 'Geraldine Chaplin', 'Joanne Woodward', 'Jonathan Pryce', 'Mary Beth Hurt', 'Michael Gough', 'Miriam Margolyes', 'Richard E. Grant', 'Robert Sean Leonard', 'Siân Phillips', 'Stuart Wilson', 'Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder')","['Drama', 'Romance']"
Minding the Gap,"('Bing Liu', 'Kiere Johnson', 'Zack Mulligan')",['Documentary']
The Best of Youth,"('Adriana Asti', 'Andrea Tidona', 'Claudio Gioè', 'Fabrizio Gifuni', 'Giovanni Scifoni', 'Lidia Vitale', 'Mario Schiano', 'Maya Sansa', 'Michele Melega', 'Paolo Bonanni', 'Sonia Bergamasco', 'Valentina Carnelutti', 'Alessio Boni', 'Jasmine Trinca', 'Luigi Lo Cascio')","['Drama', 'Romance']"
The Overnighters,"('Jay Reinke', 'Keegan Edwards', 'Jay Reinke')","['Drama', 'Documentary']"
The Lives of Others,"('Bastian Trost', 'Charly Hübner', 'Hans-Uwe Bauer', 'Herbert Knaup', 'Marie Gruber', 'Martin Brambach', 'Matthias Brenner', 'Thomas Thieme', 'Ulrich Tukur', 'Volker Michalowski', 'Volkmar Kleinert', 'Werner Daehn', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Mühe')","['Drama', 'Thriller']"
Memoria,"('Agnes Brekke', 'Constanza Gutierrez', 'Daniel Giménez Cacho', 'Daniel Toro', 'Elkin Díaz', 'Jeanne Balibar', 'Jerónimo Barón', 'Juan Pablo Urrego', 'Tilda Swinton')","['Sci-Fi', 'Drama']"
Two-Lane Blacktop,"('Alan Vint', 'Charles Moore', 'Don Samuels', 'Tom Green', 'W.H. Harrison', 'Bill Keller', 'David Drake', 'Dennis Wilson', 'Harry Dean Stanton', 'Jaclyn Hellman', 'James Taylor', 'Laurie Bird', 'Richard Ruth', 'Rudy Wurlitzer', 'Warren Oates')",['Drama']
Drive My Car,"('Ann Fite', 'Dae-Young Jin', 'Hidetoshi Nishijima', 'Masaki Okada', 'Perry Dizon', 'Reika Kirishima', 'Satoko Abe', 'Sonia Yuan', 'Tôko Miura', 'Yoo-rim Park')",['Drama']
House of Flying Daggers,"('Dandan Song', 'Dong Liu', 'Hongfei Zhao', 'Hongwei Zhao', 'Jiusheng Wang', 'Jun Guo', 'Liping Tian', 'Qi Zi', 'Shu Zhang', 'Xuedong Qu', 'Yongxin Wang', 'Zhengyong Zhang', 'Andy Lau', 'Takeshi Kaneshiro', 'Ziyi Zhang')","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
63 Up,"('Andrew Brackfield', 'Jacqueline Bassett', 'John Brisby', 'Neil Hughes', 'Paul Kligerman', 'Peter Davies', 'Susan Sullivan', 'Symon Basterfield', 'Andrew Brackfield', 'Bruce Balden', 'Charles Furneaux', 'Jacqueline Bassett', 'John Brisby', 'Lynn Johnson', 'Neil Hughes', 'Nicholas Hitchon', 'Peter Davies', 'Susan Sullivan', 'Suzanne Dewey', 'Tony Walker')",['Documentary']
Treasure Island,"('Andrew Blackett', 'David Davies', 'Francis de Wolff', 'John Gregson', 'William Devlin', 'Basil Sydney', 'Bobby Driscoll', ""Denis O'Dea"", 'Finlay Currie', 'Geoffrey Keen', 'Geoffrey Wilkinson', 'John Laurie', 'Ralph Truman', 'Robert Newton', 'Walter Fitzgerald')","['Adventure', 'Family']"
Lost in Translation,"('Akiko Takeshita', 'Akira Yamaguchi', 'Catherine Lambert', 'Diamond Yukai', 'François du Bois', 'Gregory Pekar', 'Kazuko Shibata', 'Kazuyoshi Minamimagoe', 'Richard Allen', 'Ryuichiro Baba', 'Take', 'Tim Leffman', 'Bill Murray', 'Giovanni Ribisi', 'Scarlett Johansson')","['Drama', 'Romance']"
Blue Is the Warmest Color,"('Ad', 'Alma Jodorowsky', 'Anne Loiret', 'Aurelie Lemanceau', 'Aurélien Recoing', 'Baya Rehaz', 'Benjamin Siksou', 'Beno', 'Catherine Salée', 'Fanny Maurin', 'Jeremie Laheurte', 'Karim Saidi', 'Léa Seydoux', 'Maelys Cabezon', 'Mona Walravens', 'Salim Kechiouche', 'Samir Bella', 'Sandor Funtek', 'Ad', 'Alma Jodorowsky', 'Anne Loiret', 'Aurélien Recoing', 'Benjamin Siksou', 'Beno', 'Catherine Salée', 'Jeremie Laheurte', 'Léa Seydoux', 'Mona Walravens', 'Salim Kechiouche', 'Sandor Funtek')","['Drama', 'Romance']"
Searching for Bobby Fischer,"('Anthony Heald', 'Dan Hedaya', 'Laura Linney', 'Steven Randazzo', 'William H. Macy', 'Ben Kingsley', 'David Paymer', 'Hal Scardino', 'Joan Allen', 'Joe Mantegna', 'Laurence Fishburne', 'Max Pomeranc', 'Michael Nirenberg', 'Robert Stephens', 'Vasek Simek')","['Biography', 'Drama']"
Hit the Road,"('Amin Simiar', 'Hassan Madjooni', 'Pantea Panahiha', 'Rayan Sarlak')",['Drama']
Assault on Precinct 13,"('Alan Koss', 'Charles Cyphers', 'Frank Doubleday', 'Gilbert De la Pena', 'Henry Brandon', 'John J. Fox', 'Kim Richards', 'Marc Ross', 'Martin West', 'Nancy Kyes', 'Peter Bruni', 'Tony Burton', 'Austin Stoker', 'Darwin Joston', 'Laurie Zimmer')","['Action', 'Thriller', 'Crime']"
Man on Wire,"('Aaron Haskell', 'Alan Welner', 'Annie Allix', 'Ardis Campbell', 'Barry Greenhouse', 'David Demato', 'David Forman', 'Guy F. Tozzoli', 'Jean François Heckel', 'Jean-Louis Blondeau', 'Jim Moore', 'Mark Lewis', 'Paul McGill', 'Shawn Dempewolff-Barrett', 'Philippe Petit')","['Crime', 'Documentary']"
For Sama,"('Hamza Al-Khateab', 'Sama Al-Khateab', 'Waad Al-Khateab')",['Documentary']
The Tragedy of Macbeth,"('Ethan Hutchison', 'Jacob McCarthy', 'James Udom', 'Matt Helm', 'Max Baker', 'Alex Hassell', 'Brendan Gleeson', 'Brian Thompson', 'Corey Hawkins', 'Denzel Washington', 'Frances McDormand', 'Harry Melling', 'Miles Anderson', 'Ralph Ineson', 'Sean Patrick Thomas')","['Drama', 'History', 'Thriller', 'War']"
Force of Evil,"('Georgia Backus', 'Jessie Arnold', 'Margaret Bert', 'Murray Alper', 'Sam Ash', 'Barry Kelley', 'Beatrice Pearson', 'Howland Chamberlain', 'John Garfield', 'Marie Windsor', 'Paul Fix', 'Paul McVey', 'Roy Roberts', 'Stanley Prager', 'Thomas Gomez')","['Drama', 'Crime', 'Film-Noir']"
The Hidden Fortress,"('Eiko Miyoshi', 'Kamatari Fujiwara', 'Kichijir', 'Kôji Mitsui', 'Kokuten Kôdô', 'Minoru Chiaki', 'Susumu Fujita', 'Takashi Shimura', 'Takeshi Katô', 'Toranosuke Ogawa', 'Toshiko Higuchi', 'Yoshio Tsuchiya', 'Yû Fujiki', 'Misa Uehara', 'Toshirô Mifune')","['Adventure', 'Drama']"
Still Walking,"('Haruko Kato', 'Hiroshi Abe', 'Hotaru Nomoto', 'Kazuya Takahashi', 'Kirin Kiki', 'Ryôga Hayashi', 'Shohei Tanaka', 'Susumu Terajima', 'Yoshio Harada', 'You', 'Yui Natsukawa')",['Drama']
Gangs of Wasseypur,"('Aditya Kumar', 'Huma Qureshi', 'Jaideep Ahlawat', 'Jameel Khan', 'Manoj Bajpai', 'Nowaz', 'Piyush Mishra', 'Raj Kumar Yadav', 'Richa Chadda', 'Sankalp Acharekar', 'Satyakam Anand', 'Tigmanshu Dhulia', 'Vineet Singh', 'Vipin Sharma', 'Zeishan Quadri')","['Action', 'Drama', 'Thriller', 'Crime']"
The Last Detail,"('Carol Kane', 'Clifton James', 'Derek McGrath', 'Don McGovern', 'Gerry Salsberg', 'Jim Henshaw', 'Kathleen Miller', 'Luana Anders', 'Michael Chapman', 'Michael Moriarty', 'Nancy Allen', 'Otis Young', 'Pat Hamilton', 'Jack Nicholson', 'Randy Quaid')","['Drama', 'Comedy']"
When the Levees Broke: A Requiem in Four Acts,"('Douglas Brinkley', 'Joseph Bruno', 'Karen Carter', 'Kathleen Blanco', 'Louis Cataldie', 'Darleen Asevedo', 'Gralen Bryant Banks', 'Harry Belafonte', 'Jay Asevedo', 'John Barry', 'Lee Arnold', 'Robert Bea', 'Shelton Shakespear Alexander', 'Terence Blanchard', 'Wilhelmina Blanchard')",['Documentary']
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"('Alan Keyes', 'Bob Barr', 'Jean-Pierre Parent', 'Luenell', 'Mitchell Falk', 'Pamela Anderson', 'Ken Davitian', 'Sacha Baron Cohen')",['Comedy']
Minari,"('Ben Hall', 'Jacob M Wade', 'James Carroll', 'Jenny Phagan', 'Tina Parker', 'Alan S. Kim', 'Darryl Cox', 'Eric Starkey', 'Esther Moon', 'Noel Cho', 'Scott Haze', 'Steven Yeun', 'Will Patton', 'Ye-ri Han', 'Yeo-Jong Yun')",['Drama']
Barry Lyndon,"('André Morell', ""Arthur O'Sullivan"", 'Diana Körner', 'Frank Middlemass', 'Gay Hamilton', 'Godfrey Quigley', 'Hardy Krüger', 'Leonard Rossiter', 'Marie Kean', 'Murray Melvin', 'Patrick Magee', 'Philip Stone', 'Steven Berkoff', 'Marisa Berenson', ""Ryan O'Neal"")","['Adventure', 'Drama', 'History', 'War']"
The Farewell,"('Aoi Mizuhara', 'Becca Khalil', 'Diane Dehn', 'Han Chen', 'Hong Lu', 'Hongli Liu', 'Ines Laimins', 'Jing Zhang', 'Jinhang Liu', 'Shimin Zhang', 'X Mayo', 'Xiang Li', 'Yongbo Jiang', 'Zhao Shuzhen', 'Aoi Mizuhara', 'Awkwafina', 'Becca Khalil', 'Diana Lin', 'Diane Dehn', 'Gil Perez-Abraham', 'Han Chen', 'Hong Lin', 'Hong Lu', 'Ines Laimins', 'Jim Liu', 'Shuzhen Zhou', 'Tzi Ma', 'X Mayo', 'Yang Xuejian', 'Yongbo Jiang', 'Zhao Shuzhen')","['Drama', 'Comedy']"
Elle,"('Alice Isaaz', 'Anne Consigny', 'Arthur Mazet', 'Charles Berling', 'Christian Berkel', 'Hugo Conzelmann', 'Isabelle Huppert', 'Jean Douchet', 'Jean-Noël Martin', 'Jonas Bloquet', 'Judith Magre', 'Laurent Lafitte', 'Lucas Prisor', 'Nicolas Beaucaire', 'Olivia Gotanègre', 'Raphaël Lenglet', 'Stéphane Bak', 'Vimala Pons', 'Virginie Efira', 'Anne Consigny', 'Charles Berling', 'Isabelle Huppert', 'Laurent Lafitte')","['Drama', 'Thriller', 'Comedy']"
The Tale of The Princess Kaguya,"('Aki Asakura', 'Beau Bridges', 'Brian Leone', 'Caitlyn Leone', 'Daniel Dae Kim', 'Darren Criss', 'Dean Cain', 'Emily Bridges', 'George Segal', 'Hikaru Ijûin', 'Hynden Walch', 'Isao Hashizume', 'James Caan', 'John Cho', 'Kengo Kôra', 'Lucy Liu', 'Michael Leone', 'Oliver Platt', 'Takaya Kamikawa', 'Takeo Chii', 'Yukiji Asaoka', 'Chloë Grace Moretz', 'James Caan', 'James Marsden', 'Mary Steenburgen')","['Drama', 'Fantasy', 'Animation']"
Uncertain,(),"['Drama', 'Comedy', 'Documentary']"
Captain Blood,"('David Torrence', 'Forrester Harvey', 'Frank McGlynn Sr.', 'Holmes Herbert', 'Jessie Ralph', 'Basil Rathbone', 'Donald Meek', 'Errol Flynn', 'Guy Kibbee', 'Henry Stephenson', 'Hobart Cavanaugh', 'Lionel Atwill', 'Olivia de Havilland', 'Robert Barrat', 'Ross Alexander')","['Action', 'Adventure']"
"Two Days, One Night","('Alain Eloy', 'Anette Niro', 'Batiste Sornin', 'Catherine Salée', 'Christelle Cornil', 'Christelle Delbrouck', 'Fabienne Sciascia', 'Fabrizio Rongione', 'Hassaba Halibi', 'Hicham Slaoui', 'Lara Persain', 'Laurent Caron', 'Marion Cotillard', 'Myriem Akeddiou', 'Olivier Gourmet', 'Philippe Jeusette', 'Pili Groyne', 'Rania Mellouli', 'Simon Caudry', 'Timur Magomedgadzhiev', 'Yohan Zimmer', 'Alain Eloy', 'Batiste Sornin', 'Catherine Salée', 'Fabrizio Rongione', 'Lara Persain', 'Marion Cotillard', 'Pili Groyne', 'Simon Caudry')",['Drama']
National Gallery,(),"['History', 'Documentary']"
The Souvenir: Part II,"('Alex Robertson', 'Alice McMillan', 'Byron Broadbent', 'Charlie Heaton', 'Erik Wilson', 'Frankie Wilson', 'Gala Botero', 'Grace Hancock', 'Jaygann Ayeh', 'Richard Ayoade', 'Yasmin Paige', 'Alice McMillan', 'Amber Anderson', 'Ariane Labed', 'Barbara Peirson', 'Charlie Heaton', 'Gail Ferguson', 'Harris Dickinson', 'Honor Swinton-Byrne', 'Jack McMullen', 'James Dodds', 'James Spencer Ashworth', 'Jaygann Ayeh', 'Joe Alwyn', 'Oli Bauer', 'Richard Ayoade', 'Tilda Swinton', 'Tosin Cole')",['Drama']
Eighth Grade,"('Castor Feinberg', 'Catherine Oliviere', 'Deborah Unger', 'Faith Kelly', 'Frank Deal', 'Fred Hechinger', 'Gerald W. Jones', 'Greg Crowe', 'Jalesia Martinez', 'Kaileen Quinones', 'Kevin R. Free', 'Luke Prael', 'Marguerite Stimpson', 'Missy Yager', 'Natalie Carter', 'Shacha Temirov', ""Thomas J O'Reilly"", 'Catherine Oliviere', 'Daniel Zolghadri', 'Deborah Unger', 'Elsie Fisher', 'Emily Robinson', 'Frank Deal', 'Fred Hechinger', 'Gerald W. Jones', 'Greg Crowe', 'Imani Lewis', 'Jake Ryan', 'Josh Hamilton', 'Josh Hamilton', 'Luke Prael', 'Marguerite Stimpson', 'Missy Yager', 'Natalie Carter', 'Nora Mullins')","['Drama', 'Comedy']"
A Star Is Born,"('David Armstrong', 'Laurindo Almeida', 'Leon Alton', 'Phil Arnold', 'Rudolph Anders', 'Amanda Blake', 'Charles Bickford', 'Hazel Shermet', 'Irving Bacon', 'Jack Carson', 'James Brown', 'James Mason', 'Judy Garland', 'Lucy Marlow', 'Tommy Noonan')","['Drama', 'Romance', 'Musical']"
First Cow,"('Clayton Nemrow', 'Dylan Smith', 'Jared Kasowski', 'Jeb Berrier', 'John Keating', 'Kevin Michael Moore', 'Manuel Rodriguez', 'Mitchell Saddleback', 'Orion Lee', 'Patrick D. Green', 'Phelan Davis', 'T. Dan Hopkins', 'Todd A. Robinson', 'Alia Shawkat', 'Clayton Nemrow', 'Dylan Smith', 'Ewen Bremner', 'Gary Farmer', 'Jeb Berrier', 'John Keating', 'John Magaro', 'Lily Gladstone', 'Manuel Rodriguez', 'Orion Lee', 'Patrick D. Green', 'René Auberjonois', 'Scott Shepherd', 'Ted Rooney', 'Toby Jones', 'Todd A. Robinson')",['Drama']
No End in Sight,"('Ali Fadhil', 'Campbell Scott', 'Colin Powell', 'Dick Cheney', 'Donald Rumsfeld', 'Feisal Istrabadi', 'George Tenet', 'Gerald Burke', 'James Bamford', 'Marc Garlasco', 'Omar Fekeiki', 'Paul Hughes', 'Paul Wolfowitz', 'Robert Hutchings', 'Samantha Power')","['War', 'Documentary']"
It's a Wonderful Life,"('Beulah Bondi', 'Frank Albertson', 'Frank Faylen', 'Gloria Grahame', 'H.B. Warner', 'Henry Travers', 'Lionel Barrymore', 'Mary Treen', 'Samuel S. Hinds', 'Thomas Mitchell', 'Todd Karns', 'Virginia Patton', 'Ward Bond', 'Donna Reed', 'James Stewart')","['Drama', 'Fantasy', 'Family']"
The Madness of King George,"('David Leon', 'Julian Rhind-Tutt', 'Martin Julier', 'Natalie Palys', 'Rupert Everett', 'Russell Martin', 'Amanda Donohoe', 'Cassandra Halliburton', 'Charlotte Curley', 'Eve Camden', 'Helen Mirren', 'Joanna Hall', 'Peter Bride-Kirk', 'Rupert Graves', 'Thomas Copeland')","['Biography', 'Drama', 'History', 'Comedy']"
Phoenix,"('Claudia Geisler', 'Daniela Holtz', 'Eva Bay', 'Felix Römer', 'Imogen Kogge', 'Jeff Burrell', 'Kirsten Block', 'Max Hopp', 'Megan Gay', 'Michael Maertens', 'Nikola Kastner', 'Nina Hoss', 'Nina Kunzendorf', 'Ronald Zehrfeld', 'Sofia Exss', 'Trystan Pütter', 'Uwe Preuss', 'Valerie Koch', 'Felix Römer', 'Imogen Kogge', 'Michael Maertens', 'Nina Hoss', 'Nina Kunzendorf', 'Ronald Zehrfeld', 'Trystan Pütter', 'Uwe Preuss')","['Drama', 'History']"
Goodbye Solo,"('Alexandra Dimopoulos', 'Carmen Leyva', 'Chris Greene', 'Diana Franco Galindo', 'Evelia Garcia', ""Jamill 'Peaches' Fowler"", 'Jim Babel', ""Lane 'Roc' Williams"", 'Lasheka Brown', 'Mamadou Lam', 'Neill Fleeman', 'Peter N. Anyieth', 'Sarah S. Brooks', 'Red West', 'Souleymane Sy Savane')",['Drama']
Gunda,(),['Documentary']
Western,"('Brylyn Wall', 'Chad Foster', 'Martín Wall')","['Western', 'Documentary']"
Stop Making Sense,"('Alex Weir', 'Bernie Worrell', 'Chris Frantz', 'Ednah Holt', 'Jerry Harrison', 'Lynn Mabry', 'Steven Scales', 'Tina Weymouth', 'David Byrne')","['Music', 'Documentary']"
Deep Red,"('Dante Fioretti', 'Geraldine Hooper', 'Jacopo Mariani', 'Liana Del Balzo', 'Vittorio Fanfoni', 'Aldo Bonamano', 'Clara Calamai', 'Daria Nicolodi', 'David Hemmings', 'Eros Pagni', 'Gabriele Lavia', 'Giuliana Calandra', 'Glauco Mauri', 'Macha Méril', 'Piero Mazzinghi')","['Mystery', 'Thriller', 'Horror']"
Downhill Racer,"('Carole Carle', 'Joe Jay Jalbert', 'Rip McManus', 'Tom J. Kirk', 'Walter Stroud', 'Camilla Sparv', 'Dabney Coleman', 'Gene Hackman', 'Jerry Dexter', 'Jim McMullan', 'Karl Michael Vogler', 'Kathleen Crowley', 'Kenneth Kirk', 'Oren Stevens', 'Robert Redford')","['Drama', 'Sport']"
Alien,"('Bolaji Badejo', 'Eddie Powell', 'Harry Dean Stanton', 'Helen Horton', 'Ian Holm', 'Veronica Cartwright', 'Yaphet Kotto', 'John Hurt', 'Sigourney Weaver', 'Tom Skerritt')","['Sci-Fi', 'Thriller', 'Horror']"
Columbus,"('Alphaeus Green Jr.', 'Caitlin Ewald', 'Erin Allegretti', 'Haley Lu Richardson', 'Jim Dougherty', 'John Cho', 'Lindsey Shope', 'Michelle Forbes', 'Parker Posey', 'Reen Vogel', 'Rory Culkin', 'Rosalyn R. Ross', 'Shani Salyers Stiles', 'William Willet', 'Wynn Reichert', 'Alphaeus Green Jr.', 'Caitlin Ewald', 'Erin Allegretti', 'Haley Lu Richardson', 'Jim Dougherty', 'John Cho', 'Michelle Forbes', 'Parker Posey', 'Rory Culkin', 'Wynn Reichert')","['Drama', 'Comedy', 'Romance']"
Night of the Living Dead,"('A.C. McDonald', 'Bill Cardille', 'Charles Craig', 'Frank Doak', 'George Kosana', 'Judith Ridley', 'Karl Hardman', 'Keith Wayne', 'Kyra Schon', 'Marilyn Eastman', 'Mark Ricci', 'S. William Hinzman', 'Samuel R. Solito', 'Duane Jones', ""Judith O'Dea"")",['Horror']
The Artist,"('Basil Hoffman', 'Beau Nelson', 'Ben Kurland', 'Bérénice Bejo', 'Beth Grant', 'Bitsie Tulloch', 'James Cromwell', 'Jean Dujardin', 'Jen Lilley', 'Joel Murray', 'John Goodman', 'Missi Pyle', 'Patrick Mapel', 'Penelope Ann Miller', 'Stuart Pankin')",['Romance']
Yankee Doodle Dandy,"('Douglas Croft', 'Eddie Foy Jr.', 'Minor Watson', 'S.Z. Sakall', 'Walter Catlett', 'Frances Langford', 'George Barbier', 'George Tobias', 'Irene Manning', 'James Cagney', 'Jeanne Cagney', 'Joan Leslie', 'Richard Whorf', 'Rosemary DeCamp', 'Walter Huston')","['Biography', 'Drama', 'Musical']"
Raging Bull,"('Bill Hanrahan', 'Charles Scorsese', 'Don Dunphy', 'Frank Adonis', 'Frank Topham', 'Frank Vincent', 'Joseph Bono', 'Lori Anne Flax', 'Mario Gallo', 'Nicholas Colasanto', 'Rita Bennett', 'Theresa Saldana', 'Cathy Moriarty', 'Joe Pesci', 'Robert De Niro')","['Biography', 'Drama', 'Sport']"
Belle,"('Fuyumi Sakamoto', 'Michiko Shimizu', 'Rina Izuta', 'Ryôko Moriyama', 'Sachiyo Nakao', 'Yoshimi Iwasaki', 'Kaho Nakamura', 'Kenjirô Tsuda', 'Kôji Yakusho', 'Mami Koyama', 'Mamoru Miyano', 'Michiko Shimizu', 'Rina Izuta', 'Ryô Narita', 'Shôta Sometani', 'Tina Tamashiro', 'Toshiyuki Morikawa')","['Adventure', 'Sci-Fi', 'Drama', 'Fantasy', 'Animation']"
Eternal Sunshine of the Spotless Mind,"('Amir Ali Said', 'Brian Price', 'David Cross', 'Debbon Ayer', 'Elijah Wood', 'Gerry Robert Byrne', 'Jane Adams', 'Kirsten Dunst', 'Mark Ruffalo', 'Paulie Litt', 'Ryan Whitney', 'Thomas Jay Ryan', 'Jim Carrey', 'Kate Winslet', 'Tom Wilkinson')","['Drama', 'Romance']"
The Piano,"('Anna Paquin', 'Bruce Allpress', 'Carla Rupuha', 'Cliff Curtis', 'Geneviève Lemon', 'Ian Mune', 'Kerry Walker', 'Mahina Tunui', 'Pete Smith', 'Peter Dennett', 'Te Whatanui Skipwith', 'Tungia Baker', 'Harvey Keitel', 'Holly Hunter', 'Sam Neill')","['Drama', 'Romance']"
Of Mice and Men,"('Baldwin Cooke', 'Helen Lynd', 'John Beach', 'Silver Tip Baker', 'Whitney De Rahm', 'Betty Field', 'Bob Steele', 'Burgess Meredith', 'Charles Bickford', 'Granville Bates', 'Leigh Whipper', 'Lon Chaney Jr.', 'Noah Beery Jr.', ""Oscar O'Shea"", 'Roman Bohnen')",['Drama']
Dead Souls,(),['Documentary']
Zama,"('Camila Sosa', 'Carlos Defeo', 'Daniel Giménez Cacho', 'Daniel Veronese', 'Jorge Román', 'Juan Minujín', 'Lola Dueñas', 'Mariana Nunes', 'Matheus Nachtergaele', 'Nahuel Cano', 'Rafael Spregelburd')",['Drama']
Dick Johnson Is Dead,"('Ana Hoffman', 'Dick Johnson', 'Kirsten Johnson', 'Vasthy Mompoint')","['Drama', 'Documentary']"
High Noon,"('Eve McVeagh', 'Harry Morgan', 'Harry Shannon', 'Ian Macdonald', 'Katy Jurado', 'Lee Van Cleef', 'Lloyd Bridges', 'Lon Chaney Jr.', 'Morgan Farley', 'Otto Kruger', 'Robert J. Wilke', 'Sheb Wooley', 'Thomas Mitchell', 'Eve McVeagh', 'Gary Cooper', 'Grace Kelly', 'Harry Morgan', 'Ian Macdonald', 'Katy Jurado', 'Lloyd Bridges', 'Lon Chaney Jr.', 'Otto Kruger', 'Thomas Mitchell')","['Action', 'Drama', 'Thriller', 'Western']"
Rebel Without a Cause,"('Beverly Long', 'Ian Wolfe', 'Marietta Canty', 'Steffi Sidney', 'Virginia Brissac', 'Ann Doran', 'Corey Allen', 'Dennis Hopper', 'Edward Platt', 'James Dean', 'Jim Backus', 'Natalie Wood', 'Rochelle Hudson', 'Sal Mineo', 'William Hopper')",['Drama']
